uid,kind,domain,task,service,unit,title,must_teach,qualifier,distractor_angles,difficulty,priority,status,existing_uid,gap_note,batch
aws-d4-cost-features-database-tags,concept,D4,4.3,Amazon RDS,Cost management service features (database angle),"Attributing database spend: tags, reserved sharing, backup lines","Tag DB instances/clusters and tables so Cost Explorer splits instance-hours, storage, backup storage and I/O per application; reserved DB instances and DynamoDB reserved capacity are shared across the organization like EC2 RIs; RDS backup storage above the free 100%-of-provisioned allowance appears as a separate usage type and is the usual surprise line. Aurora I/O usage type shows whether I/O-Optimized would pay.",,,1,P2,new,,,B5.3 P2 长尾
aws-d4-cost-tools-database-angle,concept,D4,4.3,Amazon RDS,Cost management tools (database angle),"Cost tools for databases: RDS recommendations, Compute Optimizer, budgets","Cost Explorer offers RDS reserved-instance recommendations; Compute Optimizer now recommends RDS instance class and storage (gp2->gp3, io1->gp3); Trusted Advisor flags idle RDS instances (no connections for 7 days); Budgets can alert on RDS usage hours; CUR shows Aurora I/O request line items to justify I/O-Optimized. DynamoDB: Cost Explorer plus table-level CloudWatch ConsumedCapacity decide provisioned vs on-demand.",,,1,P2,new,,,B5.3 P2 长尾
aws-d4-data-retention-policies,concept,D4,4.3,Amazon DynamoDB,Data retention policies,Retention policies and what they delete for free,RDS automated backup retention is 0-35 days and backup storage is free up to the provisioned DB size; manual snapshots persist and bill until deleted. DynamoDB TTL deletes expired items at no write cost; PITR bills per GB-month. CloudWatch Logs retention defaults to never expire (set it). S3 expiration rules delete objects and noncurrent versions. Rule: every store needs an explicit retention setting or it bills forever.,,,2,P1,partial,aws-dynamodb-streams-and-ttl,Live card (another domain) covers TTL + streams; the cross-service retention table is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-database-capacity-planning-units,concept,D4,4.3,Amazon DynamoDB,Database capacity planning (capacity units),"Capacity units: RCU/WCU, ACU and how to plan them","1 RCU = one strongly consistent 4 KB read/s (eventually consistent = half); 1 WCU = one 1 KB write/s; transactional doubles both. Provisioned + auto scaling is cheapest for steady traffic (and reserved capacity cuts it further); on-demand costs ~5-7x per request but nothing when idle and never throttles a spike. Aurora Serverless v2 plans in ACUs (2 GiB RAM each, 0.5 steps). Rule: predictable and >~14% average utilization of peak -> provisioned; spiky/unknown/new -> on-demand.",,,2,P1,partial,aws-dynamodb-capacity-and-keys,"Live card (another domain) picks on-demand for unknown traffic; the RCU/WCU arithmetic and the provisioned break-even are new. | overlaps aws-d4-pat-dynamodb-capacity-modes-reserved: write it from a different angle/scenario (Same RCU/WCU, same provisioned-vs-on-demand break-even; the ACU senten)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-database-connections-proxies,concept,D4,4.3,Amazon RDS Proxy,Database connections and proxies,Connection pooling: when RDS Proxy pays for itself,"RDS Proxy pools and multiplexes connections so hundreds of Lambda/short-lived clients do not force a bigger DB class just for connection memory; it is billed per vCPU-hour of the target DB (min 2 vCPUs), so it pays when the alternative is scaling the instance up. It also shortens failover and supports IAM auth/Secrets Manager. Not needed for a small, long-lived application pool; Aurora Data API is the alternative for HTTP-only serverless access.",,,2,P1,partial,aws-rds-proxy,"Live card (another domain) covers the too-many-connections fix; the pricing and when-not-needed angle is new. | overlaps aws-rds-proxy-pattern: write it from a different angle/scenario (Same as above; keep only 'billed per vCPU-hour of the target DB, min 2)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-database-engines-migration-types,concept,D4,4.3,AWS DMS,Database engines with appropriate use cases (homogeneous vs heterogeneous migrations),Engine choice and migration type: license cost is the lever,"Homogeneous (Oracle->Oracle, MySQL->MySQL/Aurora MySQL) uses DMS alone or native dump/replication; heterogeneous (Oracle/SQL Server->PostgreSQL/Aurora) needs SCT (free) for schema plus DMS for data with CDC. The cost driver is licensing: RDS license-included Oracle/SQL Server costs several times MySQL/PostgreSQL, and BYOL only helps if the licence already exists. Exam rule: 'reduce licensing cost' = heterogeneous migration to an open-source engine.",,,2,P1,partial,aws-dms-and-sct,Live card (assigned to the DMS service unit) explains SCT+DMS; the licence-cost decision and homogeneous-only path are new. | absorbs aws-d4-pat-homogeneous-vs-heterogeneous-mig: Identical within D4 4.3; the pattern's only extra is DMS Serverless which aws-sv,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-database-replication-read-replicas-cost,concept,D4,4.3,Amazon RDS,Database replication (read replicas),Read replicas as the cheaper alternative to scaling up,"Read replicas add read capacity at the price of another instance (can be a smaller class) rather than a larger primary, and Aurora replicas can auto-scale by CPU/connections; cross-Region replicas add inter-Region transfer and a second storage copy. Multi-AZ standby costs the same as a replica but serves no reads (except Multi-AZ DB cluster readers). Trap: replicas do not help write-heavy workloads or reduce storage cost.",,,2,P1,partial,aws-rds-multi-az-vs-read-replica,"Live card (another domain) contrasts availability vs read scaling; the cost framing (smaller replica class, cross-Region transfer, Aurora replica auto scaling) is new. | overlaps aws-d4-pat-read-replica-vs-scale-up: write it from a different angle/scenario (Concept and pattern in 4.3 have identical must_teach (replica can be s)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-database-types-relational-vs-nosql-cost,concept,D4,4.3,Amazon DynamoDB,"Database types and services (relational vs non-relational, Aurora, DynamoDB)",Relational vs non-relational: cost profiles,"RDS/Aurora bill instance-hours whether busy or not (plus storage, I/O, backup); DynamoDB bills per request and per GB with zero idle cost, so it wins for sporadic key-value access and loses for heavy relational scans/joins. Aurora storage grows and is billed per GB used (no pre-provisioning) and I/O-Optimized removes I/O charges when they exceed ~25% of spend. Choose by access pattern first, then apply the matching purchasing lever (reserved instance vs reserved capacity vs serverless).",,,2,P1,partial,aws-aurora-vs-dynamodb-choice,"Live card (another domain) decides by access pattern; the idle-cost profile and Aurora storage billing are new. | overlaps aws-d4-pat-relational-vs-nonrelational-cost: write it from a different angle/scenario (Concept and pattern in 4.3 both say RDS bills instance-hours idle, Dyn)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-aurora-io-optimized-and-licensing,pattern,D4,4.3,Amazon Aurora,"Engine choice cost: Aurora I/O-Optimized, license-included vs BYOL",Aurora Standard vs I/O-Optimized; commercial engine licensing,Aurora Standard bills per I/O request; I/O-Optimized costs ~30% more per instance/storage but no I/O charge - switch when I/O exceeds ~25% of Aurora spend (switch back after 30 days). RDS Oracle/SQL Server license-included costs several times MySQL/PostgreSQL; BYOL Oracle (Dedicated Host for SQL Server) only if licences exist; open-source engines remove the line entirely.,,,2,P1,new,,,B4.6 P1 新卡
aws-d4-pat-dynamodb-capacity-modes-reserved,pattern,D4,4.3,Amazon DynamoDB,Capacity units: DynamoDB on-demand vs provisioned vs reserved,Provisioned + auto scaling + reserved capacity for steady tables,"On-demand for new/spiky (pay per request, no throttle); provisioned with auto scaling (target 70% utilization) when traffic is steady; reserved capacity (1/3 year) on top of provisioned for the floor, up to ~50-75% off; switch modes once per 24 h. Standard-IA class for storage-heavy tables.",,,2,P1,partial,aws-dynamodb-capacity-and-keys,Live card (another domain) picks on-demand first; reserved capacity and the mode-switch limit are new. | absorbs aws-d4-pat-dynamodb-standard-ia-class: P2 and status exists; the capacity-modes pattern ends with 'Standard-IA class fo,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-rds-backup-storage-billing,pattern,D4,4.3,Amazon RDS,Snapshot frequency and backup storage cost,"What RDS backups cost: free allowance, manual snapshots, PITR","Automated backups (daily snapshot + 5-minute logs) are free up to 100% of provisioned storage summed per Region; retention 0-35 days; manual snapshots bill per GB forever until deleted; cross-Region snapshot copies pay transfer + storage; snapshot export to S3 Parquet for cheap analysis. More snapshots do not multiply cost (incremental), longer retention does.",,,2,P1,partial,aws-rds-backups-snapshots-pitr,Live card (another domain) covers PITR mechanics; the billing allowance and export are new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-rds-reserved-and-stop-nonprod,pattern,D4,4.3,Amazon RDS,Reserved DB instances and stopping non-prod,"Reserved for prod, stop/schedule for dev","Reserved DB instances discount instance hours (not storage/backup); stop dev instances (storage still billed, auto-restart after 7 days; Multi-AZ SQL Server and read-replica sources cannot be stopped); Aurora Serverless v2 for intermittent dev.",,,1,P1,exists,aws-rds-reserved-and-stop-start,Good.,—
aws-d4-pat-read-replica-vs-scale-up,pattern,D4,4.3,Amazon RDS,Read replicas,Replica instead of a bigger primary; Aurora replica auto scaling,"For read-heavy load add a replica (RDS up to 15, Aurora up to 15 with auto scaling on CPU/connections) rather than scaling the primary; replicas can be a smaller class; promote for DR. Cross-Region replicas pay inter-Region transfer. Writes still need a bigger primary or sharding.",,,2,P1,partial,aws-rds-multi-az-vs-read-replica,Live card (another domain) covers availability vs reads; cost angle new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-relational-vs-nonrelational-cost,pattern,D4,4.3,Amazon DynamoDB,Relational vs non-relational (DynamoDB vs RDS),Zero-idle DynamoDB vs instance-hour RDS,"DynamoDB: no idle cost, per-request pricing, storage $0.25/GB, scales to zero; RDS: instance hours 24x7, storage provisioned, backups. For a low-traffic or spiky key-value workload DynamoDB on-demand is cheaper; for complex joins/transactions across many tables RDS/Aurora is cheaper than emulating relations in DynamoDB.",,,2,P1,partial,aws-aurora-vs-dynamodb-choice,Live card (another domain) decides by access pattern; the cost profile is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-bandwidth-vpn-vs-dx-speed-mcq-34,mcq,D4,4.4,AWS Transit Gateway,"Selecting the appropriate bandwidth allocation (single vs multiple VPNs, DX speed)",Need ~4 Gbps hybrid throughput quickly and cheaply,Multiple Site-to-Site VPN connections to a Transit Gateway with ECMP (each tunnel 1.25 Gbps); DX 10 Gbps takes weeks and costs more; a single VPN cannot exceed one tunnel.,least-cost,Single VPN violates the 1.25 Gbps limit; VPN to a virtual private gateway cannot ECMP-aggregate; DX 10 Gbps dedicated violates least-cost and time-to-deploy; DX 500 Mbps hosted violates the bandwidth requirement.,3,P1,new,,,B4.4 P1 新卡
aws-d4-cdn-edge-caching-need-mcq-32,mcq,D4,4.4,Amazon CloudFront,Determining strategic needs for CDNs and edge caching,"Static site on S3 with global viewers, egress bill rising","CloudFront in front of S3 with OAC: origin-to-CloudFront transfer is free, edge caching cuts S3 requests and egress; use a price class to cap edge cost.",least-cost,"S3 Transfer Acceleration right service wrong feature (uploads); Global Accelerator violates least-cost (hourly + premium, no cache); Cross-Region Replication violates least-cost (duplicate storage, still egress); bigger S3 request rate is not a cost lever.",1,P1,new,,,B4.4 P1 新卡
